utc_timestamp,cet_cest_timestamp,DE_load_actual_entsoe_transparency,DE_solar_generation_actual,DE_wind_generation_actual
2014-12-31T23:00:00Z,2015-01-01T00:00:00+0100,41987,0,8644
2015-01-01T00:00:00Z,2015-01-01T01:00:00+0100,40665,0,8814
2015-01-01T01:00:00Z,2015-01-01T02:00:00+0100,39510,0,9054
2015-01-01T02:00:00Z,2015-01-01T03:00:00+0100,38537,0,9070
2015-01-01T03:00:00Z,2015-01-01T04:00:00+0100,38153,0,9164
2015-01-01T04:00:00Z,2015-01-01T05:00:00+0100,37927,0,9232
2015-01-01T05:00:00Z,2015-01-01T06:00:00+0100,37921,0,9688
2015-01-01T06:00:00Z,2015-01-01T07:00:00+0100,39143,0,10331
2015-01-01T07:00:00Z,2015-01-01T08:00:00+0100,39891,53,10208
2015-01-01T08:00:00Z,2015-01-01T09:00:00+0100,41618,773,10029
2015-01-01T09:00:00Z,2015-01-01T10:00:00+0100,43858,2116,10550
2015-01-01T10:00:00Z,2015-01-01T11:00:00+0100,46208,3364,11390
2015-01-01T11:00:00Z,2015-01-01T12:00:00+0100,47556,4198,12103
2015-01-01T12:00:00Z,2015-01-01T13:00:00+0100,46674,3500,12505
2015-01-01T13:00:00Z,2015-01-01T14:00:00+0100,45923,2279,11921
2015-01-01T14:00:00Z,2015-01-01T15:00:00+0100,46347,746,11851
2015-01-01T15:00:00Z,2015-01-01T16:00:00+0100,48230,50,13582
2015-01-01T16:00:00Z,2015-01-01T17:00:00+0100,51634,0,15436
2015-01-01T17:00:00Z,2015-01-01T18:00:00+0100,51307,0,16868
2015-01-01T18:00:00Z,2015-01-01T19:00:00+0100,50138,0,18008
2015-01-01T19:00:00Z,2015-01-01T20:00:00+0100,47092,0,19181
2015-01-01T20:00:00Z,2015-01-01T21:00:00+0100,45182,0,20352
2015-01-01T21:00:00Z,2015-01-01T22:00:00+0100,49365,0,21236
2015-01-01T22:00:00Z,2015-01-01T23:00:00+0100,46468,0,22083
2015-01-01T23:00:00Z,2015-01-02T00:00:00+0100,43254,0,22472
2015-01-02T00:00:00Z,2015-01-02T01:00:00+0100,41608,0,23434
2015-01-02T01:00:00Z,2015-01-02T02:00:00+0100,40839,0,24248
2015-01-02T02:00:00Z,2015-01-02T03:00:00+0100,40577,0,25034
2015-01-02T03:00:00Z,2015-01-02T04:00:00+0100,41364,0,25721
2015-01-02T04:00:00Z,2015-01-02T05:00:00+0100,43445,0,26172
2015-01-02T05:00:00Z,2015-01-02T06:00:00+0100,46679,0,26355
2015-01-02T06:00:00Z,2015-01-02T07:00:00+0100,51275,0,26193
2015-01-02T07:00:00Z,2015-01-02T08:00:00+0100,55305,38,26590
2015-01-02T08:00:00Z,2015-01-02T09:00:00+0100,57513,253,25934
2015-01-02T09:00:00Z,2015-01-02T10:00:00+0100,59351,667,25642
2015-01-02T10:00:00Z,2015-01-02T11:00:00+0100,60451,1262,25811
2015-01-02T11:00:00Z,2015-01-02T12:00:00+0100,60104,1726,25642
2015-01-02T12:00:00Z,2015-01-02T13:00:00+0100,59568,1899,25795
2015-01-02T13:00:00Z,2015-01-02T14:00:00+0100,58561,1352,25297
2015-01-02T14:00:00Z,2015-01-02T15:00:00+0100,58012,516,24982
2015-01-02T15:00:00Z,2015-01-02T16:00:00+0100,59287,45,24720
2015-01-02T16:00:00Z,2015-01-02T17:00:00+0100,62208,0,24301
2015-01-02T17:00:00Z,2015-01-02T18:00:00+0100,62007,0,25010
2015-01-02T18:00:00Z,2015-01-02T19:00:00+0100,59408,0,24783
2015-01-02T19:00:00Z,2015-01-02T20:00:00+0100,55695,0,24279
2015-01-02T20:00:00Z,2015-01-02T21:00:00+0100,53446,0,24367
2015-01-02T21:00:00Z,2015-01-02T22:00:00+0100,51544,0,24546
2015-01-02T22:00:00Z,2015-01-02T23:00:00+0100,46400,0,24626
2015-01-02T23:00:00Z,2015-01-03T00:00:00+0100,41444,0,24076
2015-01-03T00:00:00Z,2015-01-03T01:00:00+0100,39216,0,23277
2015-01-03T01:00:00Z,2015-01-03T02:00:00+0100,37573,0,22117
2015-01-03T02:00:00Z,2015-01-03T03:00:00+0100,36665,0,20918
2015-01-03T03:00:00Z,2015-01-03T04:00:00+0100,36918,0,20291
2015-01-03T04:00:00Z,2015-01-03T05:00:00+0100,37443,0,20508
2015-01-03T05:00:00Z,2015-01-03T06:00:00+0100,38926,0,21327
2015-01-03T06:00:00Z,2015-01-03T07:00:00+0100,41790,0,21946
2015-01-03T07:00:00Z,2015-01-03T08:00:00+0100,44871,74,22980
2015-01-03T08:00:00Z,2015-01-03T09:00:00+0100,48258,608,23419
2015-01-03T09:00:00Z,2015-01-03T10:00:00+0100,50221,1279,23096
2015-01-03T10:00:00Z,2015-01-03T11:00:00+0100,52668,1700,23230
2015-01-03T11:00:00Z,2015-01-03T12:00:00+0100,53328,1618,22829
2015-01-03T12:00:00Z,2015-01-03T13:00:00+0100,52906,1155,21174
2015-01-03T13:00:00Z,2015-01-03T14:00:00+0100,51660,586,19464
2015-01-03T14:00:00Z,2015-01-03T15:00:00+0100,51104,194,17468
2015-01-03T15:00:00Z,2015-01-03T16:00:00+0100,53047,22,16038
2015-01-03T16:00:00Z,2015-01-03T17:00:00+0100,56014,0,15378
2015-01-03T17:00:00Z,2015-01-03T18:00:00+0100,55926,0,14448
2015-01-03T18:00:00Z,2015-01-03T19:00:00+0100,53865,0,12946
2015-01-03T19:00:00Z,2015-01-03T20:00:00+0100,49932,0,13871
2015-01-03T20:00:00Z,2015-01-03T21:00:00+0100,48014,0,15216
2015-01-03T21:00:00Z,2015-01-03T22:00:00+0100,47602,0,15811
2015-01-03T22:00:00Z,2015-01-03T23:00:00+0100,45492,0,17337
2015-01-03T23:00:00Z,2015-01-04T00:00:00+0100,42859,0,17864
2015-01-04T00:00:00Z,2015-01-04T01:00:00+0100,38999,0,18736
2015-01-04T01:00:00Z,2015-01-04T02:00:00+0100,37130,0,18898
2015-01-04T02:00:00Z,2015-01-04T03:00:00+0100,36367,0,18966
2015-01-04T03:00:00Z,2015-01-04T04:00:00+0100,36486,0,19098
2015-01-04T04:00:00Z,2015-01-04T05:00:00+0100,35879,0,18750
2015-01-04T05:00:00Z,2015-01-04T06:00:00+0100,35062,0,18627
2015-01-04T06:00:00Z,2015-01-04T07:00:00+0100,37629,0,17995
2015-01-04T07:00:00Z,2015-01-04T08:00:00+0100,40608,58,17961
2015-01-04T08:00:00Z,2015-01-04T09:00:00+0100,43522,974,17248
2015-01-04T09:00:00Z,2015-01-04T10:00:00+0100,46571,2771,16822
2015-01-04T10:00:00Z,2015-01-04T11:00:00+0100,50262,4151,16905
2015-01-04T11:00:00Z,2015-01-04T12:00:00+0100,50389,4579,16848
2015-01-04T12:00:00Z,2015-01-04T13:00:00+0100,48319,3993,16658
2015-01-04T13:00:00Z,2015-01-04T14:00:00+0100,47174,2422,16118
2015-01-04T14:00:00Z,2015-01-04T15:00:00+0100,47092,952,15084
2015-01-04T15:00:00Z,2015-01-04T16:00:00+0100,49110,84,14160
2015-01-04T16:00:00Z,2015-01-04T17:00:00+0100,52676,0,13715
2015-01-04T17:00:00Z,2015-01-04T18:00:00+0100,53326,0,13750
2015-01-04T18:00:00Z,2015-01-04T19:00:00+0100,51743,0,14250
2015-01-04T19:00:00Z,2015-01-04T20:00:00+0100,49435,0,14132
2015-01-04T20:00:00Z,2015-01-04T21:00:00+0100,48114,0,13070
2015-01-04T21:00:00Z,2015-01-04T22:00:00+0100,48243,0,12458
2015-01-04T22:00:00Z,2015-01-04T23:00:00+0100,45460,0,12454
2015-01-04T23:00:00Z,2015-01-05T00:00:00+0100,41878,0,12321
2015-01-05T00:00:00Z,2015-01-05T01:00:00+0100,39951,0,12279
2015-01-05T01:00:00Z,2015-01-05T02:00:00+0100,38841,0,12660
2015-01-05T02:00:00Z,2015-01-05T03:00:00+0100,38772,0,12764
2015-01-05T03:00:00Z,2015-01-05T04:00:00+0100,39928,0,13546
2015-01-05T04:00:00Z,2015-01-05T05:00:00+0100,43623,0,14853
2015-01-05T05:00:00Z,2015-01-05T06:00:00+0100,49624,0,15410
2015-01-05T06:00:00Z,2015-01-05T07:00:00+0100,55406,0,15314
2015-01-05T07:00:00Z,2015-01-05T08:00:00+0100,59000,93,15190
2015-01-05T08:00:00Z,2015-01-05T09:00:00+0100,60326,1058,14611
2015-01-05T09:00:00Z,2015-01-05T10:00:00+0100,61101,2986,13642
2015-01-05T10:00:00Z,2015-01-05T11:00:00+0100,62023,4770,12310
2015-01-05T11:00:00Z,2015-01-05T12:00:00+0100,62199,5870,11118
2015-01-05T12:00:00Z,2015-01-05T13:00:00+0100,61552,5667,9794
2015-01-05T13:00:00Z,2015-01-05T14:00:00+0100,60713,4095,7868
2015-01-05T14:00:00Z,2015-01-05T15:00:00+0100,60059,1788,6205
2015-01-05T15:00:00Z,2015-01-05T16:00:00+0100,60715,197,5077
2015-01-05T16:00:00Z,2015-01-05T17:00:00+0100,64298,0,4508
2015-01-05T17:00:00Z,2015-01-05T18:00:00+0100,64003,0,4236
2015-01-05T18:00:00Z,2015-01-05T19:00:00+0100,62400,0,3924
2015-01-05T19:00:00Z,2015-01-05T20:00:00+0100,58231,0,3186
2015-01-05T20:00:00Z,2015-01-05T21:00:00+0100,55508,0,2638
2015-01-05T21:00:00Z,2015-01-05T22:00:00+0100,54178,0,2108
2015-01-05T22:00:00Z,2015-01-05T23:00:00+0100,50028,0,1810
2015-01-05T23:00:00Z,2015-01-06T00:00:00+0100,46822,0,1492
2015-01-06T00:00:00Z,2015-01-06T01:00:00+0100,44575,0,1172
2015-01-06T01:00:00Z,2015-01-06T02:00:00+0100,43518,0,907
2015-01-06T02:00:00Z,2015-01-06T03:00:00+0100,43582,0,839
2015-01-06T03:00:00Z,2015-01-06T04:00:00+0100,44122,0,916
2015-01-06T04:00:00Z,2015-01-06T05:00:00+0100,45607,0,1102
2015-01-06T05:00:00Z,2015-01-06T06:00:00+0100,49800,0,1433
2015-01-06T06:00:00Z,2015-01-06T07:00:00+0100,54889,0,1793
2015-01-06T07:00:00Z,2015-01-06T08:00:00+0100,57149,183,2181
2015-01-06T08:00:00Z,2015-01-06T09:00:00+0100,58348,2056,2622
2015-01-06T09:00:00Z,2015-01-06T10:00:00+0100,59850,4694,3064
2015-01-06T10:00:00Z,2015-01-06T11:00:00+0100,60874,6658,3438
2015-01-06T11:00:00Z,2015-01-06T12:00:00+0100,60612,7272,3410
2015-01-06T12:00:00Z,2015-01-06T13:00:00+0100,59724,6350,3773
2015-01-06T13:00:00Z,2015-01-06T14:00:00+0100,58414,3958,4348
2015-01-06T14:00:00Z,2015-01-06T15:00:00+0100,58117,1554,5190
2015-01-06T15:00:00Z,2015-01-06T16:00:00+0100,59393,163,6674
2015-01-06T16:00:00Z,2015-01-06T17:00:00+0100,63384,0,8121
2015-01-06T17:00:00Z,2015-01-06T18:00:00+0100,63643,0,9376
2015-01-06T18:00:00Z,2015-01-06T19:00:00+0100,62652,0,9575
2015-01-06T19:00:00Z,2015-01-06T20:00:00+0100,59076,0,9715
2015-01-06T20:00:00Z,2015-01-06T21:00:00+0100,56322,0,9264
2015-01-06T21:00:00Z,2015-01-06T22:00:00+0100,54394,0,9666
2015-01-06T22:00:00Z,2015-01-06T23:00:00+0100,50180,0,9525
2015-01-06T23:00:00Z,2015-01-07T00:00:00+0100,46416,0,9127
2015-01-07T00:00:00Z,2015-01-07T01:00:00+0100,44132,0,8514
2015-01-07T01:00:00Z,2015-01-07T02:00:00+0100,43290,0,8188
2015-01-07T02:00:00Z,2015-01-07T03:00:00+0100,43507,0,8711
2015-01-07T03:00:00Z,2015-01-07T04:00:00+0100,44237,0,8754
2015-01-07T04:00:00Z,2015-01-07T05:00:00+0100,47373,0,8452
2015-01-07T05:00:00Z,2015-01-07T06:00:00+0100,55610,0,8458
2015-01-07T06:00:00Z,2015-01-07T07:00:00+0100,62328,0,8066
2015-01-07T07:00:00Z,2015-01-07T08:00:00+0100,64978,50,7725
2015-01-07T08:00:00Z,2015-01-07T09:00:00+0100,65572,609,7299
2015-01-07T09:00:00Z,2015-01-07T10:00:00+0100,66810,1812,7114
2015-01-07T10:00:00Z,2015-01-07T11:00:00+0100,67493,3060,7229
2015-01-07T11:00:00Z,2015-01-07T12:00:00+0100,67195,3777,7460
2015-01-07T12:00:00Z,2015-01-07T13:00:00+0100,66554,3715,7776
2015-01-07T13:00:00Z,2015-01-07T14:00:00+0100,65302,2800,7330
2015-01-07T14:00:00Z,2015-01-07T15:00:00+0100,64682,1156,7096
2015-01-07T15:00:00Z,2015-01-07T16:00:00+0100,65305,134,7546
2015-01-07T16:00:00Z,2015-01-07T17:00:00+0100,68539,0,8698
2015-01-07T17:00:00Z,2015-01-07T18:00:00+0100,68348,0,10209
2015-01-07T18:00:00Z,2015-01-07T19:00:00+0100,66643,0,11382
2015-01-07T19:00:00Z,2015-01-07T20:00:00+0100,63117,0,12803
2015-01-07T20:00:00Z,2015-01-07T21:00:00+0100,60308,0,14010
2015-01-07T21:00:00Z,2015-01-07T22:00:00+0100,58367,0,14561
2015-01-07T22:00:00Z,2015-01-07T23:00:00+0100,54069,0,14790
2015-01-07T23:00:00Z,2015-01-08T00:00:00+0100,50526,0,15037
2015-01-08T00:00:00Z,2015-01-08T01:00:00+0100,48193,0,15807
2015-01-08T01:00:00Z,2015-01-08T02:00:00+0100,47376,0,16449
2015-01-08T02:00:00Z,2015-01-08T03:00:00+0100,47375,0,16695
2015-01-08T03:00:00Z,2015-01-08T04:00:00+0100,48351,0,16787
2015-01-08T04:00:00Z,2015-01-08T05:00:00+0100,50888,0,16751
2015-01-08T05:00:00Z,2015-01-08T06:00:00+0100,58294,0,17496
2015-01-08T06:00:00Z,2015-01-08T07:00:00+0100,65504,0,18076
2015-01-08T07:00:00Z,2015-01-08T08:00:00+0100,68496,56,18039
2015-01-08T08:00:00Z,2015-01-08T09:00:00+0100,68716,446,18177
2015-01-08T09:00:00Z,2015-01-08T10:00:00+0100,69317,1082,18094
2015-01-08T10:00:00Z,2015-01-08T11:00:00+0100,70214,1738,17924
2015-01-08T11:00:00Z,2015-01-08T12:00:00+0100,69133,2062,17248
2015-01-08T12:00:00Z,2015-01-08T13:00:00+0100,67936,1702,16602
2015-01-08T13:00:00Z,2015-01-08T14:00:00+0100,66639,1039,16519
2015-01-08T14:00:00Z,2015-01-08T15:00:00+0100,66640,414,15882
2015-01-08T15:00:00Z,2015-01-08T16:00:00+0100,66966,58,16707
2015-01-08T16:00:00Z,2015-01-08T17:00:00+0100,69119,0,16975
2015-01-08T17:00:00Z,2015-01-08T18:00:00+0100,68204,0,18202
2015-01-08T18:00:00Z,2015-01-08T19:00:00+0100,66654,0,19836
2015-01-08T19:00:00Z,2015-01-08T20:00:00+0100,62678,0,21336
2015-01-08T20:00:00Z,2015-01-08T21:00:00+0100,59300,0,22571
2015-01-08T21:00:00Z,2015-01-08T22:00:00+0100,57798,0,22748
2015-01-08T22:00:00Z,2015-01-08T23:00:00+0100,53177,0,22910
2015-01-08T23:00:00Z,2015-01-09T00:00:00+0100,48681,0,22489
2015-01-09T00:00:00Z,2015-01-09T01:00:00+0100,46477,0,22208
2015-01-09T01:00:00Z,2015-01-09T02:00:00+0100,45143,0,22584
2015-01-09T02:00:00Z,2015-01-09T03:00:00+0100,45578,0,23691
2015-01-09T03:00:00Z,2015-01-09T04:00:00+0100,46997,0,25057
2015-01-09T04:00:00Z,2015-01-09T05:00:00+0100,50850,0,26414
2015-01-09T05:00:00Z,2015-01-09T06:00:00+0100,58594,0,27400
2015-01-09T06:00:00Z,2015-01-09T07:00:00+0100,66132,0,28102
2015-01-09T07:00:00Z,2015-01-09T08:00:00+0100,69857,54,28930
2015-01-09T08:00:00Z,2015-01-09T09:00:00+0100,70365,421,29704
2015-01-09T09:00:00Z,2015-01-09T10:00:00+0100,71224,974,29755
2015-01-09T10:00:00Z,2015-01-09T11:00:00+0100,71492,1399,29097
2015-01-09T11:00:00Z,2015-01-09T12:00:00+0100,70469,1473,29389
2015-01-09T12:00:00Z,2015-01-09T13:00:00+0100,69271,1235,29671
2015-01-09T13:00:00Z,2015-01-09T14:00:00+0100,67918,870,29948
2015-01-09T14:00:00Z,2015-01-09T15:00:00+0100,67570,351,30155
2015-01-09T15:00:00Z,2015-01-09T16:00:00+0100,68830,46,30152
2015-01-09T16:00:00Z,2015-01-09T17:00:00+0100,71338,0,29928
2015-01-09T17:00:00Z,2015-01-09T18:00:00+0100,70458,0,28857
2015-01-09T18:00:00Z,2015-01-09T19:00:00+0100,67255,0,27611
2015-01-09T19:00:00Z,2015-01-09T20:00:00+0100,62953,0,26129
2015-01-09T20:00:00Z,2015-01-09T21:00:00+0100,59499,0,23946
2015-01-09T21:00:00Z,2015-01-09T22:00:00+0100,55726,0,21900
2015-01-09T22:00:00Z,2015-01-09T23:00:00+0100,51943,0,21036
2015-01-09T23:00:00Z,2015-01-10T00:00:00+0100,47752,0,20066
2015-01-10T00:00:00Z,2015-01-10T01:00:00+0100,46171,0,20244
2015-01-10T01:00:00Z,2015-01-10T02:00:00+0100,44622,0,20546
2015-01-10T02:00:00Z,2015-01-10T03:00:00+0100,44255,0,21921
2015-01-10T03:00:00Z,2015-01-10T04:00:00+0100,44399,0,23217
2015-01-10T04:00:00Z,2015-01-10T05:00:00+0100,44393,0,24259
2015-01-10T05:00:00Z,2015-01-10T06:00:00+0100,45501,0,26163
2015-01-10T06:00:00Z,2015-01-10T07:00:00+0100,49037,0,27333
2015-01-10T07:00:00Z,2015-01-10T08:00:00+0100,53447,54,28275
2015-01-10T08:00:00Z,2015-01-10T09:00:00+0100,56848,550,28572
2015-01-10T09:00:00Z,2015-01-10T10:00:00+0100,58286,2018,28972
2015-01-10T10:00:00Z,2015-01-10T11:00:00+0100,59968,4231,29416
2015-01-10T11:00:00Z,2015-01-10T12:00:00+0100,60355,5278,29437
2015-01-10T12:00:00Z,2015-01-10T13:00:00+0100,58690,4540,29058
2015-01-10T13:00:00Z,2015-01-10T14:00:00+0100,57123,2758,28893
2015-01-10T14:00:00Z,2015-01-10T15:00:00+0100,55596,962,28517
2015-01-10T15:00:00Z,2015-01-10T16:00:00+0100,56866,86,28528
2015-01-10T16:00:00Z,2015-01-10T17:00:00+0100,60660,0,28306
2015-01-10T17:00:00Z,2015-01-10T18:00:00+0100,60838,0,27903
2015-01-10T18:00:00Z,2015-01-10T19:00:00+0100,58432,0,27538
2015-01-10T19:00:00Z,2015-01-10T20:00:00+0100,54422,0,26991
2015-01-10T20:00:00Z,2015-01-10T21:00:00+0100,52178,0,26413
2015-01-10T21:00:00Z,2015-01-10T22:00:00+0100,51568,0,25282
2015-01-10T22:00:00Z,2015-01-10T23:00:00+0100,48369,0,24714
2015-01-10T23:00:00Z,2015-01-11T00:00:00+0100,44559,0,24177
2015-01-11T00:00:00Z,2015-01-11T01:00:00+0100,42037,0,23990
2015-01-11T01:00:00Z,2015-01-11T02:00:00+0100,40722,0,23304
2015-01-11T02:00:00Z,2015-01-11T03:00:00+0100,40223,0,23096
2015-01-11T03:00:00Z,2015-01-11T04:00:00+0100,40556,0,23358
2015-01-11T04:00:00Z,2015-01-11T05:00:00+0100,40160,0,23626
2015-01-11T05:00:00Z,2015-01-11T06:00:00+0100,39316,0,24642
2015-01-11T06:00:00Z,2015-01-11T07:00:00+0100,41116,0,25338
2015-01-11T07:00:00Z,2015-01-11T08:00:00+0100,44546,124,26314
2015-01-11T08:00:00Z,2015-01-11T09:00:00+0100,47990,1074,26486
2015-01-11T09:00:00Z,2015-01-11T10:00:00+0100,51722,2468,27234
2015-01-11T10:00:00Z,2015-01-11T11:00:00+0100,54899,3410,27728
2015-01-11T11:00:00Z,2015-01-11T12:00:00+0100,55157,4121,28164
2015-01-11T12:00:00Z,2015-01-11T13:00:00+0100,53545,3981,28334
2015-01-11T13:00:00Z,2015-01-11T14:00:00+0100,52584,3024,28516
2015-01-11T14:00:00Z,2015-01-11T15:00:00+0100,52181,1425,28205
2015-01-11T15:00:00Z,2015-01-11T16:00:00+0100,53382,180,27910
2015-01-11T16:00:00Z,2015-01-11T17:00:00+0100,58218,4,28319
2015-01-11T17:00:00Z,2015-01-11T18:00:00+0100,59249,0,28254
2015-01-11T18:00:00Z,2015-01-11T19:00:00+0100,57556,0,28342
2015-01-11T19:00:00Z,2015-01-11T20:00:00+0100,54337,0,27719
2015-01-11T20:00:00Z,2015-01-11T21:00:00+0100,52475,0,26744
2015-01-11T21:00:00Z,2015-01-11T22:00:00+0100,53009,0,25379
2015-01-11T22:00:00Z,2015-01-11T23:00:00+0100,49464,0,24797
2015-01-11T23:00:00Z,2015-01-12T00:00:00+0100,46324,0,24580
2015-01-12T00:00:00Z,2015-01-12T01:00:00+0100,44506,0,24303
2015-01-12T01:00:00Z,2015-01-12T02:00:00+0100,43870,0,23316
2015-01-12T02:00:00Z,2015-01-12T03:00:00+0100,43792,0,22426
2015-01-12T03:00:00Z,2015-01-12T04:00:00+0100,45262,0,22173
2015-01-12T04:00:00Z,2015-01-12T05:00:00+0100,49645,0,22966
2015-01-12T05:00:00Z,2015-01-12T06:00:00+0100,58843,0,24759
2015-01-12T06:00:00Z,2015-01-12T07:00:00+0100,66966,0,25598
2015-01-12T07:00:00Z,2015-01-12T08:00:00+0100,70189,82,26158
2015-01-12T08:00:00Z,2015-01-12T09:00:00+0100,70007,556,26580
2015-01-12T09:00:00Z,2015-01-12T10:00:00+0100,71741,1418,27864
2015-01-12T10:00:00Z,2015-01-12T11:00:00+0100,73242,2113,28664
2015-01-12T11:00:00Z,2015-01-12T12:00:00+0100,72823,2350,28914
2015-01-12T12:00:00Z,2015-01-12T13:00:00+0100,72199,2238,29012
2015-01-12T13:00:00Z,2015-01-12T14:00:00+0100,71189,1486,28920
2015-01-12T14:00:00Z,2015-01-12T15:00:00+0100,70039,640,28964
2015-01-12T15:00:00Z,2015-01-12T16:00:00+0100,70279,140,28393
2015-01-12T16:00:00Z,2015-01-12T17:00:00+0100,72125,2,27912
2015-01-12T17:00:00Z,2015-01-12T18:00:00+0100,72070,0,27769
2015-01-12T18:00:00Z,2015-01-12T19:00:00+0100,70229,0,28101
2015-01-12T19:00:00Z,2015-01-12T20:00:00+0100,65706,0,28060
2015-01-12T20:00:00Z,2015-01-12T21:00:00+0100,62549,0,27658
2015-01-12T21:00:00Z,2015-01-12T22:00:00+0100,59502,0,26143
2015-01-12T22:00:00Z,2015-01-12T23:00:00+0100,54211,0,24408
2015-01-12T23:00:00Z,2015-01-13T00:00:00+0100,49979,0,22772
2015-01-13T00:00:00Z,2015-01-13T01:00:00+0100,47777,0,21348
2015-01-13T01:00:00Z,2015-01-13T02:00:00+0100,46721,0,20290
2015-01-13T02:00:00Z,2015-01-13T03:00:00+0100,46691,0,20158
2015-01-13T03:00:00Z,2015-01-13T04:00:00+0100,48905,0,20926
2015-01-13T04:00:00Z,2015-01-13T05:00:00+0100,52462,0,21995
2015-01-13T05:00:00Z,2015-01-13T06:00:00+0100,59379,0,23468
2015-01-13T06:00:00Z,2015-01-13T07:00:00+0100,66891,0,24427
2015-01-13T07:00:00Z,2015-01-13T08:00:00+0100,68870,516,25374
2015-01-13T08:00:00Z,2015-01-13T09:00:00+0100,68400,3431,25192
2015-01-13T09:00:00Z,2015-01-13T10:00:00+0100,68338,6927,25284
2015-01-13T10:00:00Z,2015-01-13T11:00:00+0100,68752,9543,25051
2015-01-13T11:00:00Z,2015-01-13T12:00:00+0100,68187,10623,24224
2015-01-13T12:00:00Z,2015-01-13T13:00:00+0100,67442,9433,22924
2015-01-13T13:00:00Z,2015-01-13T14:00:00+0100,65406,6588,22135
2015-01-13T14:00:00Z,2015-01-13T15:00:00+0100,65424,2898,21598
2015-01-13T15:00:00Z,2015-01-13T16:00:00+0100,65910,320,20710
2015-01-13T16:00:00Z,2015-01-13T17:00:00+0100,69273,3,19791
2015-01-13T17:00:00Z,2015-01-13T18:00:00+0100,68702,0,19298
2015-01-13T18:00:00Z,2015-01-13T19:00:00+0100,66051,0,18778
2015-01-13T19:00:00Z,2015-01-13T20:00:00+0100,61526,0,17764
2015-01-13T20:00:00Z,2015-01-13T21:00:00+0100,58663,0,18305
2015-01-13T21:00:00Z,2015-01-13T22:00:00+0100,56608,0,18439
2015-01-13T22:00:00Z,2015-01-13T23:00:00+0100,52389,0,17690
2015-01-13T23:00:00Z,2015-01-14T00:00:00+0100,47894,0,16564
2015-01-14T00:00:00Z,2015-01-14T01:00:00+0100,45224,0,15740
2015-01-14T01:00:00Z,2015-01-14T02:00:00+0100,43702,0,14702
2015-01-14T02:00:00Z,2015-01-14T03:00:00+0100,44227,0,14770
2015-01-14T03:00:00Z,2015-01-14T04:00:00+0100,45963,0,15447
2015-01-14T04:00:00Z,2015-01-14T05:00:00+0100,50021,0,16940
2015-01-14T05:00:00Z,2015-01-14T06:00:00+0100,58197,0,18838
2015-01-14T06:00:00Z,2015-01-14T07:00:00+0100,66118,0,21318
2015-01-14T07:00:00Z,2015-01-14T08:00:00+0100,68911,165,22070
2015-01-14T08:00:00Z,2015-01-14T09:00:00+0100,68256,1341,21946
2015-01-14T09:00:00Z,2015-01-14T10:00:00+0100,69626,3027,21384
2015-01-14T10:00:00Z,2015-01-14T11:00:00+0100,69926,3712,21012
2015-01-14T11:00:00Z,2015-01-14T12:00:00+0100,68689,3482,20699
2015-01-14T12:00:00Z,2015-01-14T13:00:00+0100,67969,3150,19065
2015-01-14T13:00:00Z,2015-01-14T14:00:00+0100,66644,2195,16710
2015-01-14T14:00:00Z,2015-01-14T15:00:00+0100,65780,894,14665
2015-01-14T15:00:00Z,2015-01-14T16:00:00+0100,66111,136,14448
2015-01-14T16:00:00Z,2015-01-14T17:00:00+0100,69174,3,14364
2015-01-14T17:00:00Z,2015-01-14T18:00:00+0100,67966,0,14342
2015-01-14T18:00:00Z,2015-01-14T19:00:00+0100,66532,0,14374
2015-01-14T19:00:00Z,2015-01-14T20:00:00+0100,62618,0,14883
2015-01-14T20:00:00Z,2015-01-14T21:00:00+0100,59407,0,15074
2015-01-14T21:00:00Z,2015-01-14T22:00:00+0100,57203,0,15000
2015-01-14T22:00:00Z,2015-01-14T23:00:00+0100,53474,0,14668
2015-01-14T23:00:00Z,2015-01-15T00:00:00+0100,49686,0,14527
2015-01-15T00:00:00Z,2015-01-15T01:00:00+0100,47749,0,14660
2015-01-15T01:00:00Z,2015-01-15T02:00:00+0100,46978,0,15388
2015-01-15T02:00:00Z,2015-01-15T03:00:00+0100,47478,0,16880
2015-01-15T03:00:00Z,2015-01-15T04:00:00+0100,48564,0,18634
2015-01-15T04:00:00Z,2015-01-15T05:00:00+0100,51779,0,20540
2015-01-15T05:00:00Z,2015-01-15T06:00:00+0100,59454,0,22670
2015-01-15T06:00:00Z,2015-01-15T07:00:00+0100,66237,0,23729
2015-01-15T07:00:00Z,2015-01-15T08:00:00+0100,69251,156,24792
2015-01-15T08:00:00Z,2015-01-15T09:00:00+0100,69049,965,25156
2015-01-15T09:00:00Z,2015-01-15T10:00:00+0100,70087,2364,25604
2015-01-15T10:00:00Z,2015-01-15T11:00:00+0100,71367,3469,25904
2015-01-15T11:00:00Z,2015-01-15T12:00:00+0100,70490,3589,26189
2015-01-15T12:00:00Z,2015-01-15T13:00:00+0100,69658,3194,25360
2015-01-15T13:00:00Z,2015-01-15T14:00:00+0100,68272,2231,24938
2015-01-15T14:00:00Z,2015-01-15T15:00:00+0100,67488,1010,24876
2015-01-15T15:00:00Z,2015-01-15T16:00:00+0100,67382,172,24851
2015-01-15T16:00:00Z,2015-01-15T17:00:00+0100,69941,6,24740
2015-01-15T17:00:00Z,2015-01-15T18:00:00+0100,69342,0,25439
